lnBtsId,SiteName,SiteNameCV,營運處,營運中心,基維股,縣市,鄉鎮,operationalState_BTS,nCo_lnBtsId,lnBtsIdLL_Sec,lnBtsIdLL_NameChs,Co-Site,bts_Config,eNBType,actLteNrDualConnectivity,nrBtsId,nrFreqBand,operationalState_nrBts,nrSecId,nrSecPCI,lnSecIdBts,lnSecPCI,lnSecBts_Count,AnchorBand,enDcDMeas_freqBandIndicatorNr,enDcDMeas_b1ThresholdNrRsrp,freqLayListEndcHo,rfSharingEnabled,sharedRfTechnologies,Sys_Module,Sub-Module,RF_Module,Coverage Objective,sw_Version,swRelease,IP address,activeSyncMode,activeTimeSource,selectedSyncInput,actOperatorQCI,QCIop_listId,QCIop_qci,QCIop_lteNrDualConnectSupport,QCIop_prio,QCIop_schedulWeight,RANtype,LAR,LARport,Sub-Module_RF-Module,Total Shaper Information Rate - sirTotal (Mbps),Lat,Lon,Lat_2,Lon_2,Lat_3,Lon_3,Lat_4,Lon_4,Lat_5,Lon_5,Lat_6,Lon_6,Lat_7,Lon_7,Lat_8,Lon_8,Dump_Date,Dump_NRCEL
401001,台中北屯國票S,台中北屯國票S,行動中區營運處,台中營運中心,台中基維一股,臺中市,北屯區,onAir [5],,,台中北屯國票S,S400,1+0+0,Small_Cell,0,,,,,,1,306,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.129.2.23,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.1654234,120.694289,,,,,,,,,,,,,,,44778.73249,
401004,台中台中一中S,台中台中一中S,行動中區營運處,台中營運中心,台中基維一股,臺中市,北區,onAir [5],,,台中台中一中S,S400,1+0+0,Small_Cell,0,,,,,,1,373,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.129.3.65,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.1514069,120.6851,,,,,,,,,,,,,,,44778.73249,
401006,台中水湳神腦S,台中水湳神腦S,行動中區營運處,台中營運中心,台中基維一股,臺中市,西屯區,onAir [5],,,台中水湳神腦S,S400,1+0+0,Small_Cell,0,,,,,,1,472,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.129.3.5,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.1778424,120.668692,,,,,,,,,,,,,,,44778.73249,
401015,台中精科震虎科技S,台中精科震虎科技S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,台中精科震虎科技S,S300,1+0+0,Small_Cell,0,,,,,,1,471,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.131.1.212,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWEA,200,24.149029,120.599761,,,,,,,,,,,,,,,44778.73249,
401016,南屯星巴克咖啡店S,南屯星巴克咖啡店S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,南屯星巴克咖啡店S,S004,0+0+1,Small_Cell,0,,,,,,3,189,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor & Indoor,FLF21B,FLF21SP2_2.0,10.131.10.79,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWHN,200,24.13761,120.63289,,,,,,,,,,,,,,,44778.73249,
401018,南區檸檬樹第五期S,南區檸檬樹第五期S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南區,onAir [5],,,南區檸檬樹第五期S,S004,0+0+1,Small_Cell,0,,,,,,3,69,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor,FLF21B,FLF21SP2_2.0,10.131.10.200,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWHN,200,24.130257,120.660832,,,,,,,,,,,,,,,44778.73249,
401019,台中三民西路S,台中三民西路S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南區,onAir [5],,,台中三民西路S,S400,1+0+0,Small_Cell,0,,,,,,1,18,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor,FLF21B,FLF21SP2_2.0,10.129.2.6,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.13005,120.65558,,,,,,,,,,,,,,,44778.73249,
401020,南屯大城雪梨社區S,南屯大城雪梨社區S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,南屯大城雪梨社區S,S030,0+1+0,Small_Cell,0,,,,,,2,444,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.131.7.46,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWEA,200,24.146302,120.613188,,,,,,,,,,,,,,,44778.73249,
401021,台中龍觀天下S,台中龍觀天下S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,台中龍觀天下S,S300,1+0+0,Small_Cell,0,,,,,,1,95,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.131.0.197,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWEA,200,24.149524,120.647008,,,,,,,,,,,,,,,44778.73249,
401022,台中日曜天地S,台中日曜天地S,行動中區營運處,台中營運中心,台中基維二股,臺中市,中區,onAir [5],,,台中日曜天地S,S300,1+0+0,Small_Cell,0,,,,,,1,470,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.0.3,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWEA,200,24.141481,120.683637,,,,,,,,,,,,,,,44778.73249,
401023,南區裕國大廈S,南區裕國大廈S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南區,onAir [5],,,南區裕國大廈S,S400,1+0+0,Small_Cell,0,,,,,,1,66,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor & Indoor,FLF21B,FLF21SP2_2.0,10.129.2.142,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.126373,120.662692,,,,,,,,,,,,,,,44778.73249,
401024,台中潘朵拉大樓S,台中潘朵拉大樓S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,台中潘朵拉大樓S,S300,1+0+0,Small_Cell,0,,,,,,1,141,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.129.0.137,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWEA,200,24.15254,120.63684,,,,,,,,,,,,,,,44778.73249,
401025,南屯精銳海德一號S,南屯精銳海德一號S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,南屯精銳海德一號S,S300,1+0+0,Small_Cell,0,,,,,,1,472,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.131.10.98,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWEA,200,24.14634,120.64318,,,,,,,,,,,,,,,44778.73249,
401026,精科明基三豐醫療S,精科明基三豐醫療S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,精科明基三豐醫療S,S400,1+0+0,Small_Cell,0,,,,,,1,502,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.131.1.223,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWHN,200,24.1495,120.5888,,,,,,,,,,,,,,,44778.73249,
401028,精科高偉精密公司S,精科高偉精密公司S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,精科高偉精密公司S,S400,1+0+0,Small_Cell,0,,,,,,1,496,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.129.2.139,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.148865,120.588863,,,,,,,,,,,,,,,44778.73249,
401029,南屯鈺陞御鼎社區S,南屯鈺陞御鼎社區S,行動中區營運處,台中營運中心,台中基維二股,臺中市,南屯區,onAir [5],,,南屯鈺陞御鼎社區S,S400,1+0+0,Small_Cell,0,,,,,,1,48,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor & Indoor,FLF21B,FLF21SP2_2.0,10.131.2.21,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWHN,200,24.11568,120.63226,,,,,,,,,,,,,,,44778.73249,
401031,台中文化中心S,台中文化中心S,行動中區營運處,台中營運中心,台中基維三股,臺中市,西區,onAir [5],,,台中文化中心S,S300,1+0+0,Small_Cell,0,,,,,,1,51,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.129.3.26,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWEA,200,24.14161,120.66565,,,,,,,,,,,,,,,44778.73249,
401035,台中群益金鼎S,台中群益金鼎S,行動中區營運處,台中營運中心,台中基維三股,臺中市,西區,onAir [5],,,台中群益金鼎S,S300,1+0+0,Small_Cell,0,,,,,,1,395,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.131.0.5,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWEA,200,24.155721,120.658571,,,,,,,,,,,,,,,44778.73249,
401040,台中逢甲路S1,台中逢甲路S1,行動中區營運處,台中營運中心,台中基維三股,臺中市,西屯區,onAir [5],,,台中逢甲路S1,S400_300,2+0+0,Small_Cell,0,,,,,,1,309,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.131.0.107,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,2*FW2E,200,24.178241,120.643231,,,,,,,,,,,,,,,44778.73249,
401042,台中惠宇皇家S,台中惠宇皇家S,行動中區營運處,台中營運中心,台中基維三股,臺中市,西屯區,onAir [5],,,台中惠宇皇家S,S400,1+0+0,Small_Cell,0,,,,,,1,333,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor,FLF21B,FLF21SP2_2.0,10.129.1.197,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.172664,120.650801,,,,,,,,,,,,,,,44778.73249,
401045,豐原衛生局公話亭S,豐原衛生局公話S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,豐原區,onAir [5],,,豐原衛生局公話S,S400_300,2+0+0,Small_Cell,0,,,,,,1,497,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.129.8.223,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,2*FW2E,450,24.24814,120.71442,,,,,,,,,,,,,,,44778.73249,
401046,潭子區公所公話亭S,潭子區公所公話S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,潭子區,onAir [5],,,潭子區公所公話S,S400,1+0+0,Small_Cell,0,,,,,,1,244,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor,FLF21B,FLF21SP2_2.0,10.129.15.44,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWHN,200,24.209567,120.705087,,,,,,,,,,,,,,,44778.73249,
401047,潭子圓通S,潭子圓通S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,潭子區,onAir [5],,,潭子圓通S,S300,1+0+0,Small_Cell,0,,,,,,1,45,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.15.42,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.20596,120.70777,,,,,,,,,,,,,,,44778.73249,
401049,豐原益鼎S,豐原益鼎S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,豐原區,onAir [5],,,豐原益鼎S,S400,1+0+0,Small_Cell,0,,,,,,1,204,1,,,,,,,FWHN_L2600,,1*FWHN,Outdoor,FLF21B,FLF21SP2_2.0,10.129.8.213,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWHN,200,24.24406,120.73773,,,,,,,,,,,,,,,44778.73249,
401050,霧峰阿罩山莊S,霧峰阿罩山莊S,行動中區營運處,豐原營運中心,大里基維股,臺中市,霧峰區,onAir [5],,,霧峰阿罩山莊S,S300,1+0+0,Small_Cell,0,,,,,,1,25,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.2.197,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWEA,200,24.0257482,120.704474,,,,,,,,,,,,,,,44778.73249,
401054,潭子大豐S,潭子大豐S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,潭子區,onAir [5],,,潭子大豐S,S300,1+0+0,Small_Cell,0,,,,,,1,116,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.10.100,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.212672,120.687982,,,,,,,,,,,,,,,44778.73249,
401055,大里仁愛醫院S,大里仁愛醫院S,行動中區營運處,豐原營運中心,大里基維股,臺中市,大里區,onAir [5],,,大里仁愛醫院S,S400,1+0+0,Small_Cell,0,,,,,,1,177,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.129.2.141,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.10615,120.68141,,,,,,,,,,,,,,,44778.73249,
401057,大里服務中心S,大里服務中心S,行動中區營運處,豐原營運中心,大里基維股,臺中市,大里區,onAir [5],,,大里服務中心S,S300,1+0+0,Small_Cell,0,,,,,,1,488,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.129.2.131,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWEA,200,24.118819,120.685254,,,,,,,,,,,,,,,44778.73249,
401058,烏日明道服務中心S,明道服務中心S,行動中區營運處,豐原營運中心,大里基維股,臺中市,烏日區,onAir [5],,,明道服務中心S,S400,1+0+0,Small_Cell,0,,,,,,1,491,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.129.2.194,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWHN,200,24.10767,120.6372,,,,,,,,,,,,,,,44778.73249,
401059,霧峰北溝S,霧峰北溝S,行動中區營運處,豐原營運中心,大里基維股,臺中市,霧峰區,onAir [5],,,霧峰北溝S,S400_300,2+0+0,Small_Cell,0,,,,,,1,177,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.129.2.200,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,2*FW2E,300,24.069636,120.732927,,,,,,,,,,,,,,,44778.73249,
401061,太平德安S,太平德安S,行動中區營運處,豐原營運中心,大里基維股,臺中市,太平區,onAir [5],,,太平德安S,S400_300,2+0+0,Small_Cell,0,,,,,,1,59,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.129.2.75,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,2*FW2E,300,24.10227,120.71841,,,,,,,,,,,,,,,44778.73249,
401062,太平寶山S,太平寶山S,行動中區營運處,豐原營運中心,大里基維股,臺中市,太平區,onAir [5],,,太平寶山S,S300,1+0+0,Small_Cell,0,,,,,,1,170,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.7.67,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,1*FWEA,200,24.09456,120.77782,,,,,,,,,,,,,,,44778.73249,
401065,清水璞麗S,清水璞麗S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,清水區,onAir [5],,,清水璞麗S,S300,1+0+0,Small_Cell,0,,,,,,1,284,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.11.11,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.27661,120.55985,,,,,,,,,,,,,,,44778.73249,
401066,龍井山腳S,龍井山腳S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,龍井區,onAir [5],,,龍井山腳S,S300,1+0+0,Small_Cell,0,,,,,,1,341,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.10.99,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.2073,120.54855,,,,,,,,,,,,,,,44778.73249,
401067,沙鹿主顧S,沙鹿主顧S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,沙鹿區,onAir [5],,,沙鹿主顧S,S400_300,2+0+0,Small_Cell,0,,,,,,1,311,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Indoor,FLF21B,FLF21SP2_2.0,10.129.10.94,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,2*FW2E,450,24.22688,120.58399,,,,,,,,,,,,,,,44778.73249,
401068,大甲永順街,大甲永順街S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,大甲區,onAir [5],,,大甲永順街S,S300,1+0+0,Small_Cell,0,,,,,,1,142,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.11.9,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.34184,120.61959,,,,,,,,,,,,,,,44778.73249,
401069,大甲李綜合S,大甲李綜合S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,大甲區,onAir [5],,,大甲李綜合S,S300,1+0+0,Small_Cell,0,,,,,,1,327,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.129.9.242,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.35078,120.61802,,,,,,,,,,,,,,,44778.73249,
401070,龍井國際神腦S,龍井國際神腦S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,龍井區,onAir [5],,,龍井國際神腦S,S400,1+0+0,Small_Cell,0,,,,,,1,502,1,,,,,,,FWHN_L2600,,1*FWHN,Indoor,FLF21B,FLF21SP2_2.0,10.131.1.166,FreqSync [0],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,1*FWHN,150,24.18092,120.5838,,,,,,,,,,,,,,,44778.73249,
401071,沙鹿家樂福S,沙鹿家樂福S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,沙鹿區,onAir [5],,,沙鹿家樂福S,S400_300,2+0+0,Small_Cell,0,,,,,,1,482,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Indoor,FLF21B,FLF21SP2_2.0,10.129.8.29,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,2*FW2E,450,24.24234,120.56527,,,,,,,,,,,,,,,44778.73249,
401072,清水港區藝術中心話亭S,清水港區藝術公話S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,清水區,onAir [5],,,清水港區藝術公話S,S300,1+0+0,Small_Cell,0,,,,,,1,420,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.13.19,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.26956,120.55732,,,,,,,,,,,,,,,44778.73249,
401074,沙鹿晉文S,沙鹿晉文S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,沙鹿區,onAir [5],,,沙鹿晉文S,S400_300,2+0+0,Small_Cell,0,,,,,,1,312,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.129.8.215,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,2*FW2E,450,24.22007,120.58204,,,,,,,,,,,,,,,44778.73249,
401076,神岡公話S,神岡公話S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,神岡區,onAir [5],,,神岡公話S,S300,1+0+0,Small_Cell,0,,,,,,1,434,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.11.21,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.258491,120.648314,,,,,,,,,,,,,,,44778.73249,
401078,沙鹿味丹行政大樓S,沙鹿味丹行政大樓S,行動中區營運處,豐原營運中心,沙鹿基維股,臺中市,沙鹿區,onAir [5],,,沙鹿味丹行政大樓S,S300,1+0+0,Small_Cell,0,,,,,,1,140,1,,,,,,,FWEA_L1800,,1*FWEA,Indoor,FLF21B,FLF21SP2_2.0,10.129.10.107,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,100,24.22864,120.54959,,,,,,,,,,,,,,,44778.73249,
401083,大里中新里S,大里中新里 S,行動中區營運處,豐原營運中心,大里基維股,臺中市,大里區,onAir [5],,,大里中新里 S,S400_300,2+0+0,Small_Cell,0,,,,,,1,177,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.131.10.81,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,2*FW2E,450,24.10389,120.69153,,,,,,,,,,,,,,,44778.73249,
401086,潭子福仁S,潭子福仁S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,潭子區,onAir [5],,,潭子福仁S,S400_300,2+0+0,Small_Cell,1,4311086,n78,onAir,1,396,1,396,1,a400_300,,,1750,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.129.8.204,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,30_30_30_30_n,20_15_12_50,LAR,LAR451,,2*FW2E,450,24.20417,120.70789,,,,,,,,,,,,,,,44778.73249,44778.80398
401089,豐原巴黎微風S,豐原巴黎微風S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,豐原區,onAir [5],,,豐原巴黎微風S,S300,1+0+0,Small_Cell,0,,,,,,1,341,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor,FLF21B,FLF21SP2_2.0,10.129.8.210,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.235457,120.733605,,,,,,,,,,,,,,,44778.73249,
401090,豐原鎌村465S,豐原鎌村465S,行動中區營運處,豐原營運中心,豐原基維股,臺中市,豐原區,onAir [5],,,豐原鎌村465S,S300,1+0+0,Small_Cell,0,,,,,,1,234,1,,,,,,,FWEA_L1800,,1*FWEA,Outdoor & Indoor,FLF20A,FLF20A_5.0,10.129.8.207,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR451,,1*FWEA,200,24.2277,120.7315,,,,,,,,,,,,,,,44778.73249,
401091,太平光興七星S,太平光興七星S,行動中區營運處,豐原營運中心,大里基維股,臺中市,太平區,onAir [5],,,太平光興七星S,S004_003,0+0+2,Small_Cell,0,,,,,,3,107,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.131.8.213,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR411,,2*FW2E,300,24.104465,120.73088,,,,,,,,,,,,,,,44778.73249,
401100,台中龍族天廈S,台中龍族天廈S,行動中區營運處,台中營運中心,台中基維一股,臺中市,北屯區,onAir [5],,,台中龍族天廈S,S400_300,2+0+0,Small_Cell,0,,,,,,1,16,1,,,,,,,FW2EHB_L2600_L1800,,2*FW2E,Outdoor,FLF21B,FLF21SP2_2.0,10.131.7.73,LoosePhaseAndTimeSync [2],,,1,1_2_3_4,134_137_140_180,1_1_1_1,n_n_n_n_n,20_15_12_50,LAR,LAR412,,2*FW2E,200,24.171684,120.687384,,,,,,,,,,,,,,,44778.73249,
